suburb,state,postcode,lat,lng,label
Belfrayden,NSW,2650,-35.16,147.51,"Belfrayden, NSW 2650"
Belgravia,NSW,2800,-33.12,149.03,"Belgravia, NSW 2800"
Belimbla Park,NSW,2570,-34.08,150.54,"Belimbla Park, NSW 2570"
Bell,NSW,2786,-33.51,150.28,"Bell, NSW 2786"
Bella Vista,NSW,2153,-33.76,150.99,"Bella Vista, NSW 2153"
Bellambi,NSW,2518,-34.37,150.91,"Bellambi, NSW 2518"
Bellangry,NSW,2446,-31.46,152.53,"Bellangry, NSW 2446"
Bellata,NSW,2397,-29.92,149.79,"Bellata, NSW 2397"
Bellawongarah,NSW,2535,-34.85,150.68,"Bellawongarah, NSW 2535"
Bellbird,NSW,2325,-32.84,151.38,"Bellbird, NSW 2325"
Bellbird Heights,NSW,2325,-32.84,151.38,"Bellbird Heights, NSW 2325"
Bellbrook,NSW,2440,-31.06,152.77,"Bellbrook, NSW 2440"
Bellevue Hill,NSW,2023,-33.89,151.26,"Bellevue Hill, NSW 2023"
Bellimbopinni,NSW,2440,-31.06,152.77,"Bellimbopinni, NSW 2440"
Bellingen,NSW,2454,-30.45,152.9,"Bellingen, NSW 2454"
Bellmount Forest,NSW,2581,-34.92,149.24,"Bellmount Forest, NSW 2581"
Belltrees,NSW,2337,-31.99,151.12,"Belltrees, NSW 2337"
Belmont,NSW,2280,-33.04,151.66,"Belmont, NSW 2280"
Belmont North,NSW,2280,-33.04,151.66,"Belmont North, NSW 2280"
Belmont South,NSW,2280,-33.04,151.66,"Belmont South, NSW 2280"
Belmore,NSW,2192,-33.92,151.09,"Belmore, NSW 2192"
Belmore River,NSW,2440,-31.06,152.77,"Belmore River, NSW 2440"
Beloka,NSW,2628,-36.44,148.7,"Beloka, NSW 2628"
Belowra,NSW,2545,-36.15,149.71,"Belowra, NSW 2545"
Belrose,NSW,2085,-33.74,151.21,"Belrose, NSW 2085"
Belrose West,NSW,2085,-33.74,151.21,"Belrose West, NSW 2085"
Bemboka,NSW,2550,-36.64,149.86,"Bemboka, NSW 2550"
Ben Bullen,NSW,2790,-33.22,150.02,"Ben Bullen, NSW 2790"
Ben Lomond,NSW,2365,-30.08,151.88,"Ben Lomond, NSW 2365"
Benandarah,NSW,2536,-35.73,150.2,"Benandarah, NSW 2536"
Bendalong,NSW,2539,-35.52,150.39,"Bendalong, NSW 2539"
Bendemeer,NSW,2355,-30.88,151.16,"Bendemeer, NSW 2355"
Bendick Murrell,NSW,2803,-34.16,148.45,"Bendick Murrell, NSW 2803"
Bendolba,NSW,2420,-32.43,151.77,"Bendolba, NSW 2420"
Bendoura,NSW,2622,-35.65,149.81,"Bendoura, NSW 2622"
Benerembah,NSW,2680,-34.26,146.1,"Benerembah, NSW 2680"
Bengalla,NSW,2333,-32.39,150.47,"Bengalla, NSW 2333"
Bennetts Green,NSW,2290,-33.0,151.69,"Bennetts Green, NSW 2290"
Bensville,NSW,2251,-33.46,151.43,"Bensville, NSW 2251"
Bentley,NSW,2480,-28.61,153.04,"Bentley, NSW 2480"
Berala,NSW,2141,-33.87,151.03,"Berala, NSW 2141"
Berambing,NSW,2758,-33.54,150.44,"Berambing, NSW 2758"
Beresfield,NSW,2322,-32.8,151.66,"Beresfield, NSW 2322"
Bergalia,NSW,2537,-35.98,150.11,"Bergalia, NSW 2537"
Berkeley,NSW,2506,-34.48,150.84,"Berkeley, NSW 2506"
Berkeley Vale,NSW,2261,-33.38,151.48,"Berkeley Vale, NSW 2261"
Berkshire Park,NSW,2765,-33.67,150.8,"Berkshire Park, NSW 2765"
Berlang,NSW,2622,-35.65,149.81,"Berlang, NSW 2622"
Bermagui,NSW,2546,-36.36,150.08,"Bermagui, NSW 2546"
Berowra,NSW,2081,-33.62,151.15,"Berowra, NSW 2081"
Berowra Creek,NSW,2082,-33.61,151.14,"Berowra Creek, NSW 2082"
Berowra Heights,NSW,2082,-33.61,151.14,"Berowra Heights, NSW 2082"
Berowra Waters,NSW,2082,-33.61,151.14,"Berowra Waters, NSW 2082"
Berrambool,NSW,2548,-36.88,149.92,"Berrambool, NSW 2548"
Berrara,NSW,2540,-34.89,150.53,"Berrara, NSW 2540"
Berremangra,NSW,2582,-34.75,148.96,"Berremangra, NSW 2582"
Berrico,NSW,2422,-31.97,152.07,"Berrico, NSW 2422"
Berridale,NSW,2628,-36.44,148.7,"Berridale, NSW 2628"
Berrigal,NSW,2390,-30.6,149.97,"Berrigal, NSW 2390"
Berrigan,NSW,2712,-35.66,145.81,"Berrigan, NSW 2712"
Berrilee,NSW,2159,-33.62,151.05,"Berrilee, NSW 2159"
Berrima,NSW,2577,-34.61,150.48,"Berrima, NSW 2577"
Berringer Lake,NSW,2539,-35.52,150.39,"Berringer Lake, NSW 2539"
Berry,NSW,2535,-34.85,150.68,"Berry, NSW 2535"
Berry Jerry,NSW,2701,-34.82,147.2,"Berry Jerry, NSW 2701"
Berry Mountain,NSW,2535,-34.85,150.68,"Berry Mountain, NSW 2535"
Berry Park,NSW,2321,-32.76,151.65,"Berry Park, NSW 2321"
Berthong,NSW,2594,-34.43,148.07,"Berthong, NSW 2594"
Beryl,NSW,2852,-32.19,149.53,"Beryl, NSW 2852"
Bethungra,NSW,2590,-34.76,147.85,"Bethungra, NSW 2590"
Bevendale,NSW,2581,-34.92,149.24,"Bevendale, NSW 2581"
Beverley Park,NSW,2217,-33.98,151.13,"Beverley Park, NSW 2217"
Beverly Hills,NSW,2209,-33.95,151.08,"Beverly Hills, NSW 2209"
Bewong,NSW,2540,-34.89,150.53,"Bewong, NSW 2540"
Bexhill,NSW,2480,-28.61,153.04,"Bexhill, NSW 2480"
Bexley,NSW,2207,-33.93,151.13,"Bexley, NSW 2207"
Bexley North,NSW,2207,-33.93,151.13,"Bexley North, NSW 2207"
Bexley South,NSW,2207,-33.93,151.13,"Bexley South, NSW 2207"
Biala,NSW,2581,-34.92,149.24,"Biala, NSW 2581"
Bibbenluke,NSW,2632,-36.82,149.28,"Bibbenluke, NSW 2632"
Bickley Vale,NSW,2570,-34.08,150.54,"Bickley Vale, NSW 2570"
Biddon,NSW,2827,-31.66,148.88,"Biddon, NSW 2827"
Bidgeemia,NSW,2642,-35.44,146.44,"Bidgeemia, NSW 2642"
Bidwill,NSW,2770,-33.73,150.82,"Bidwill, NSW 2770"
Bielsdown Hills,NSW,2453,-30.14,152.6,"Bielsdown Hills, NSW 2453"
Big Hill,NSW,2579,-34.56,149.99,"Big Hill, NSW 2579"
Big Jacks Creek,NSW,2339,-31.77,150.62,"Big Jacks Creek, NSW 2339"
Big Ridge,NSW,2330,-32.51,150.86,"Big Ridge, NSW 2330"
Big Springs,NSW,2650,-35.16,147.51,"Big Springs, NSW 2650"
Big Yengo,NSW,2330,-32.51,150.86,"Big Yengo, NSW 2330"
Bigga,NSW,2583,-34.08,149.15,"Bigga, NSW 2583"
Bilambil,NSW,2486,-28.21,153.54,"Bilambil, NSW 2486"
Bilambil Heights,NSW,2486,-28.21,153.54,"Bilambil Heights, NSW 2486"
Bilbul,NSW,2680,-34.26,146.1,"Bilbul, NSW 2680"
Billeroy,NSW,2829,-31.12,148.37,"Billeroy, NSW 2829"
Billilingra,NSW,2630,-36.37,148.95,"Billilingra, NSW 2630"
Billimari,NSW,2804,-33.68,148.62,"Billimari, NSW 2804"
Billinudgel,NSW,2483,-28.5,153.53,"Billinudgel, NSW 2483"
Billys Creek,NSW,2453,-30.14,152.6,"Billys Creek, NSW 2453"
Billywillinga,NSW,2795,-33.91,149.33,"Billywillinga, NSW 2795"
Bilpin,NSW,2758,-33.54,150.44,"Bilpin, NSW 2758"
Bimberi,NSW,2611,-35.56,148.62,"Bimberi, NSW 2611"
Bimbi,NSW,2810,-33.99,147.93,"Bimbi, NSW 2810"
Bimbimbie,NSW,2536,-35.73,150.2,"Bimbimbie, NSW 2536"
Binalong,NSW,2584,-34.67,148.63,"Binalong, NSW 2584"
Binda,NSW,2583,-34.08,149.15,"Binda, NSW 2583"
Bindera,NSW,2422,-31.97,152.07,"Bindera, NSW 2422"
Bingara,NSW,2404,-29.8,150.48,"Bingara, NSW 2404"
Bingeebeebra Creek,NSW,2469,-29.34,153.0,"Bingeebeebra Creek, NSW 2469"
Bingie,NSW,2537,-35.98,150.11,"Bingie, NSW 2537"
Bingleburra,NSW,2311,-32.36,151.54,"Bingleburra, NSW 2311"
Biniguy,NSW,2399,-29.58,150.14,"Biniguy, NSW 2399"
Binjura,NSW,2630,-36.37,148.95,"Binjura, NSW 2630"
Binna Burra,NSW,2479,-28.69,153.52,"Binna Burra, NSW 2479"
Binnaway,NSW,2395,-31.55,149.38,"Binnaway, NSW 2395"
Binya,NSW,2665,-34.36,146.9,"Binya, NSW 2665"
Birchgrove,NSW,2041,-33.86,151.18,"Birchgrove, NSW 2041"
Birdwood,NSW,2446,-31.46,152.53,"Birdwood, NSW 2446"
Birganbigil,NSW,2710,-35.23,144.49,"Birganbigil, NSW 2710"
Birmingham Gardens,NSW,2287,-32.89,151.69,"Birmingham Gardens, NSW 2287"
Birriwa,NSW,2844,-32.12,149.47,"Birriwa, NSW 2844"
Birrong,NSW,2143,-33.89,151.02,"Birrong, NSW 2143"
Bishops Bridge,NSW,2326,-32.81,151.43,"Bishops Bridge, NSW 2326"
Bithramere,NSW,2340,-30.96,150.83,"Bithramere, NSW 2340"
Black Creek,NSW,2439,-31.66,152.68,"Black Creek, NSW 2439"
Black Creek,NSW,2729,-35.31,148.06,"Black Creek, NSW 2729"
Black Head,NSW,2430,-32.07,152.54,"Black Head, NSW 2430"
Black Hill,NSW,2322,-32.8,151.66,"Black Hill, NSW 2322"
Black Hollow,NSW,2828,-31.11,148.86,"Black Hollow, NSW 2828"
Black Mountain,NSW,2365,-30.08,151.88,"Black Mountain, NSW 2365"
Black Range,NSW,2550,-36.64,149.86,"Black Range, NSW 2550"
Black Springs,NSW,2787,-33.84,149.71,"Black Springs, NSW 2787"
Blackalls Park,NSW,2283,-33.06,151.58,"Blackalls Park, NSW 2283"
Blackbutt,NSW,2529,-34.57,150.83,"Blackbutt, NSW 2529"
Blackett,NSW,2770,-33.73,150.82,"Blackett, NSW 2770"
Blackheath,NSW,2785,-33.64,150.28,"Blackheath, NSW 2785"
Blackmans Flat,NSW,2790,-33.22,150.02,"Blackmans Flat, NSW 2790"
Blackmans Point,NSW,2444,-31.4,152.85,"Blackmans Point, NSW 2444"
Blacksmiths,NSW,2281,-33.08,151.65,"Blacksmiths, NSW 2281"
Blacktown,NSW,2148,-33.79,150.87,"Blacktown, NSW 2148"
Blacktown Westpoint,NSW,2148,-33.79,150.87,"Blacktown Westpoint, NSW 2148"
Blackville,NSW,2343,-31.66,150.3,"Blackville, NSW 2343"
Blackwall,NSW,2256,-33.5,151.33,"Blackwall, NSW 2256"
Blair Athol,NSW,2560,-34.08,150.83,"Blair Athol, NSW 2560"
Blairmount,NSW,2559,-34.05,150.8,"Blairmount, NSW 2559"
Blakebrook,NSW,2480,-28.61,153.04,"Blakebrook, NSW 2480"
Blakehurst,NSW,2221,-33.99,151.11,"Blakehurst, NSW 2221"
Blakney Creek,NSW,2581,-34.92,149.24,"Blakney Creek, NSW 2581"
Bland,NSW,2721,-33.99,147.68,"Bland, NSW 2721"
Blandford,NSW,2338,-31.73,150.79,"Blandford, NSW 2338"
Blaxcell,NSW,2142,-33.85,151.01,"Blaxcell, NSW 2142"
Blaxland,NSW,2774,-33.74,150.61,"Blaxland, NSW 2774"
Blaxland East,NSW,2774,-33.74,150.61,"Blaxland East, NSW 2774"
Blaxlands Creek,NSW,2460,-29.05,152.59,"Blaxlands Creek, NSW 2460"
Blaxlands Ridge,NSW,2758,-33.54,150.44,"Blaxlands Ridge, NSW 2758"
Blayney,NSW,2799,-33.65,149.27,"Blayney, NSW 2799"
Blenheim Road,NSW,2113,-33.8,151.13,"Blenheim Road, NSW 2113"
Bligh Park,NSW,2756,-33.64,150.79,"Bligh Park, NSW 2756"
Blighty,NSW,2713,-35.59,145.29,"Blighty, NSW 2713"
Blowering,NSW,2720,-35.32,148.45,"Blowering, NSW 2720"
Blue Bay,NSW,2261,-33.38,151.48,"Blue Bay, NSW 2261"
Blue Haven,NSW,2262,-33.21,151.49,"Blue Haven, NSW 2262"
Blue Knob,NSW,2480,-28.61,153.04,"Blue Knob, NSW 2480"
Blue Nobby,NSW,2408,-28.93,150.39,"Blue Nobby, NSW 2408"
Blue Vale,NSW,2380,-30.8,150.2,"Blue Vale, NSW 2380"
Blueys Beach,NSW,2428,-32.35,152.54,"Blueys Beach, NSW 2428"
Boambee,NSW,2450,-30.34,153.07,"Boambee, NSW 2450"
Boambee East,NSW,2452,-30.34,153.08,"Boambee East, NSW 2452"
Boambolo,NSW,2582,-34.75,148.96,"Boambolo, NSW 2582"
Boat Harbour,NSW,2316,-32.78,152.08,"Boat Harbour, NSW 2316"
Boat Harbour,NSW,2480,-28.61,153.04,"Boat Harbour, NSW 2480"
Bobin,NSW,2429,-31.73,152.28,"Bobin, NSW 2429"
Bobs Farm,NSW,2316,-32.78,152.08,"Bobs Farm, NSW 2316"
Bobundara,NSW,2630,-36.37,148.95,"Bobundara, NSW 2630"
Boco,NSW,2631,-36.74,149.26,"Boco, NSW 2631"
Bocoble,NSW,2850,-32.86,149.8,"Bocoble, NSW 2850"
Bocobra,NSW,2865,-33.1,148.54,"Bocobra, NSW 2865"
Bodalla,NSW,2545,-36.15,149.71,"Bodalla, NSW 2545"
Bodangora,NSW,2820,-32.6,148.96,"Bodangora, NSW 2820"
Bogan Gate,NSW,2876,-33.11,147.8,"Bogan Gate, NSW 2876"
Bogangar,NSW,2488,-28.33,153.54,"Bogangar, NSW 2488"
Bogee,NSW,2849,-32.98,150.1,"Bogee, NSW 2849"
Boggabilla,NSW,2409,-28.74,150.42,"Boggabilla, NSW 2409"
Boggabri,NSW,2382,-30.7,150.04,"Boggabri, NSW 2382"
Bogong Peaks Wilderness,NSW,2720,-35.32,148.45,"Bogong Peaks Wilderness, NSW 2720"
Bohena Creek,NSW,2390,-30.6,149.97,"Bohena Creek, NSW 2390"
Bohnock,NSW,2430,-32.07,152.54,"Bohnock, NSW 2430"
Bolaro,NSW,2629,-36.0,148.77,"Bolaro, NSW 2629"
Bolivia,NSW,2372,-28.93,151.7,"Bolivia, NSW 2372"
Bolong,NSW,2540,-34.89,150.53,"Bolong, NSW 2540"
Bolton Point,NSW,2283,-33.06,151.58,"Bolton Point, NSW 2283"
Bolwarra,NSW,2320,-32.69,151.53,"Bolwarra, NSW 2320"
Bolwarra Heights,NSW,2320,-32.69,151.53,"Bolwarra Heights, NSW 2320"
Bom Bom,NSW,2460,-29.05,152.59,"Bom Bom, NSW 2460"
Bomaderry,NSW,2541,-34.84,150.57,"Bomaderry, NSW 2541"
Bombah Point,NSW,2423,-32.49,152.28,"Bombah Point, NSW 2423"
Bombala,NSW,2632,-36.82,149.28,"Bombala, NSW 2632"
Bombay,NSW,2622,-35.65,149.81,"Bombay, NSW 2622"
Bombira,NSW,2850,-32.86,149.8,"Bombira, NSW 2850"
Bombo,NSW,2533,-34.66,150.85,"Bombo, NSW 2533"
Bombowlee,NSW,2720,-35.32,148.45,"Bombowlee, NSW 2720"
Bombowlee Creek,NSW,2720,-35.32,148.45,"Bombowlee Creek, NSW 2720"
Bomen,NSW,2650,-35.16,147.51,"Bomen, NSW 2650"
Bomera,NSW,2357,-31.51,149.79,"Bomera, NSW 2357"
Bonalbo,NSW,2469,-29.34,153.0,"Bonalbo, NSW 2469"
Bondi,NSW,2026,-33.89,151.26,"Bondi, NSW 2026"
Bondi Beach,NSW,2026,-33.89,151.26,"Bondi Beach, NSW 2026"
Bondi Forest,NSW,2632,-36.82,149.28,"Bondi Forest, NSW 2632"
Bondi Junction,NSW,2022,-33.89,151.25,"Bondi Junction, NSW 2022"
Bonnells Bay,NSW,2264,-33.1,151.55,"Bonnells Bay, NSW 2264"
Bonnet Bay,NSW,2226,-34.01,151.05,"Bonnet Bay, NSW 2226"
Bonny Hills,NSW,2445,-31.59,152.84,"Bonny Hills, NSW 2445"
Bonnyrigg,NSW,2177,-33.89,150.89,"Bonnyrigg, NSW 2177"
Bonnyrigg Heights,NSW,2177,-33.89,150.89,"Bonnyrigg Heights, NSW 2177"
Bonshaw,NSW,2361,-29.32,151.1,"Bonshaw, NSW 2361"
Booerie Creek,NSW,2480,-28.61,153.04,"Booerie Creek, NSW 2480"
Book Book,NSW,2650,-35.16,147.51,"Book Book, NSW 2650"
Booker Bay,NSW,2257,-33.51,151.34,"Booker Bay, NSW 2257"
Bookham,NSW,2582,-34.75,148.96,"Bookham, NSW 2582"
Bookram,NSW,2460,-29.05,152.59,"Bookram, NSW 2460"
Boolambayte,NSW,2423,-32.49,152.28,"Boolambayte, NSW 2423"
Boolaroo,NSW,2284,-32.93,151.63,"Boolaroo, NSW 2284"
Boolcarroll,NSW,2388,-30.09,149.44,"Boolcarroll, NSW 2388"
Booligal,NSW,2711,-33.68,144.75,"Booligal, NSW 2711"
Boolijah,NSW,2540,-34.89,150.53,"Boolijah, NSW 2540"
Boomanoomana,NSW,2712,-35.66,145.81,"Boomanoomana, NSW 2712"
Boomerang Beach,NSW,2428,-32.35,152.54,"Boomerang Beach, NSW 2428"
Boomey,NSW,2866,-33.18,148.93,"Boomey, NSW 2866"
Boomi,NSW,2405,-28.73,149.58,"Boomi, NSW 2405"
Boomi Creek,NSW,2476,-28.37,152.32,"Boomi Creek, NSW 2476"
Boona Mount,NSW,2877,-33.09,147.15,"Boona Mount, NSW 2877"
Boonal,NSW,2409,-28.74,150.42,"Boonal, NSW 2409"
Boonoo Boonoo,NSW,2372,-28.93,151.7,"Boonoo Boonoo, NSW 2372"
Boorabee Park,NSW,2480,-28.61,153.04,"Boorabee Park, NSW 2480"
Booragul,NSW,2284,-32.93,151.63,"Booragul, NSW 2284"
Booral,NSW,2425,-32.54,151.96,"Booral, NSW 2425"
Boorga,NSW,2652,-34.04,146.03,"Boorga, NSW 2652"
Boorganna,NSW,2429,-31.73,152.28,"Boorganna, NSW 2429"
Boorolong,NSW,2350,-30.24,152.01,"Boorolong, NSW 2350"
Boorook,NSW,2372,-28.93,151.7,"Boorook, NSW 2372"
Boorooma,NSW,2650,-35.16,147.51,"Boorooma, NSW 2650"
Booroorban,NSW,2710,-35.23,144.49,"Booroorban, NSW 2710"
Boorowa,NSW,2586,-34.44,148.72,"Boorowa, NSW 2586"
Bootawa,NSW,2430,-32.07,152.54,"Bootawa, NSW 2430"
Booti Booti,NSW,2428,-32.35,152.54,"Booti Booti, NSW 2428"
Booyong,NSW,2480,-28.61,153.04,"Booyong, NSW 2480"
Bora Ridge,NSW,2471,-29.05,153.23,"Bora Ridge, NSW 2471"
Borah Creek,NSW,2346,-30.61,150.51,"Borah Creek, NSW 2346"
Borambil,NSW,2343,-31.66,150.3,"Borambil, NSW 2343"
Borambola,NSW,2650,-35.16,147.51,"Borambola, NSW 2650"
Border Ranges,NSW,2474,-28.59,152.83,"Border Ranges, NSW 2474"
Boree Creek,NSW,2652,-34.04,146.03,"Boree Creek, NSW 2652"
Borenore,NSW,2800,-33.12,149.03,"Borenore, NSW 2800"
Boro,NSW,2622,-35.65,149.81,"Boro, NSW 2622"
Bossley Park,NSW,2176,-33.88,150.87,"Bossley Park, NSW 2176"
Bostobrick,NSW,2453,-30.14,152.6,"Bostobrick, NSW 2453"
Botany,NSW,2019,-33.96,151.21,"Botany, NSW 2019"
Botobolar,NSW,2850,-32.86,149.8,"Botobolar, NSW 2850"
Bottle Creek,NSW,2469,-29.34,153.0,"Bottle Creek, NSW 2469"
Bouddi,NSW,2251,-33.46,151.43,"Bouddi, NSW 2251"
Bourbah,NSW,2828,-31.11,148.86,"Bourbah, NSW 2828"
Bourke,NSW,2840,-29.19,145.88,"Bourke, NSW 2840"
Bourkelands,NSW,2650,-35.16,147.51,"Bourkelands, NSW 2650"
Bournda,NSW,2548,-36.88,149.92,"Bournda, NSW 2548"
Bournewood,NSW,2868,-32.75,148.75,"Bournewood, NSW 2868"
Bow Bowing,NSW,2566,-34.02,150.84,"Bow Bowing, NSW 2566"
Bowan Park,NSW,2864,-33.23,148.84,"Bowan Park, NSW 2864"
Bowen Mountain,NSW,2753,-33.62,150.71,"Bowen Mountain, NSW 2753"
Bowenfels,NSW,2790,-33.22,150.02,"Bowenfels, NSW 2790"
Bowling Alley Point,NSW,2340,-30.96,150.83,"Bowling Alley Point, NSW 2340"
Bowman,NSW,2422,-31.97,152.07,"Bowman, NSW 2422"
Bowman Farm,NSW,2422,-31.97,152.07,"Bowman Farm, NSW 2422"
Bowmans Creek,NSW,2330,-32.51,150.86,"Bowmans Creek, NSW 2330"
Bowna,NSW,2644,-35.96,147.13,"Bowna, NSW 2644"
Bowning,NSW,2582,-34.75,148.96,"Bowning, NSW 2582"
Bowral,NSW,2576,-34.54,150.39,"Bowral, NSW 2576"
Bowraville,NSW,2449,-30.62,152.75,"Bowraville, NSW 2449"
Box Head,NSW,2257,-33.51,151.34,"Box Head, NSW 2257"
Box Hill,NSW,2765,-33.67,150.8,"Box Hill, NSW 2765"
Box Ridge,NSW,2357,-31.51,149.79,"Box Ridge, NSW 2357"
Boxers Creek,NSW,2580,-34.44,149.96,"Boxers Creek, NSW 2580"
Boydtown,NSW,2551,-37.1,149.88,"Boydtown, NSW 2551"
Bradbury,NSW,2560,-34.08,150.83,"Bradbury, NSW 2560"
Braefield,NSW,2339,-31.77,150.62,"Braefield, NSW 2339"
Braemar,NSW,2575,-34.41,150.52,"Braemar, NSW 2575"
Braemar Bay,NSW,2628,-36.44,148.7,"Braemar Bay, NSW 2628"
Braidwood,NSW,2622,-35.65,149.81,"Braidwood, NSW 2622"
Brandy Hill,NSW,2324,-32.67,151.81,"Brandy Hill, NSW 2324"
Branxton,NSW,2335,-32.65,151.28,"Branxton, NSW 2335"
Braunstone,NSW,2460,-29.05,152.59,"Braunstone, NSW 2460"
Brawboy,NSW,2337,-31.99,151.12,"Brawboy, NSW 2337"
Bray Park,NSW,2484,-28.4,153.17,"Bray Park, NSW 2484"
Brays Creek,NSW,2484,-28.4,153.17,"Brays Creek, NSW 2484"
Brayton,NSW,2579,-34.56,149.99,"Brayton, NSW 2579"
Breadalbane,NSW,2581,-34.92,149.24,"Breadalbane, NSW 2581"
Breakfast Creek,NSW,2849,-32.98,150.1,"Breakfast Creek, NSW 2849"
Breakfast Point,NSW,2137,-33.84,151.11,"Breakfast Point, NSW 2137"
Bream Beach,NSW,2540,-34.89,150.53,"Bream Beach, NSW 2540"
Bredbo,NSW,2626,-35.96,149.15,"Bredbo, NSW 2626"
Breelong,NSW,2827,-31.66,148.88,"Breelong, NSW 2827"
Breeza,NSW,2381,-31.24,150.46,"Breeza, NSW 2381"
Bretti,NSW,2422,-31.97,152.07,"Bretti, NSW 2422"
Brewarrina,NSW,2839,-30.2,146.54,"Brewarrina, NSW 2839"
Brewongle,NSW,2795,-33.91,149.33,"Brewongle, NSW 2795"
Briarbrook,NSW,2365,-30.08,151.88,"Briarbrook, NSW 2365"
Bribbaree,NSW,2594,-34.43,148.07,"Bribbaree, NSW 2594"
Bridgman,NSW,2330,-32.51,150.86,"Bridgman, NSW 2330"
Brierfield,NSW,2454,-30.45,152.9,"Brierfield, NSW 2454"
Brighton-Le-Sands,NSW,2216,-33.95,151.14,"Brighton-Le-Sands, NSW 2216"
Brightwaters,NSW,2264,-33.1,151.55,"Brightwaters, NSW 2264"
Bril Bril,NSW,2441,-30.82,152.83,"Bril Bril, NSW 2441"
Brimbin,NSW,2430,-32.07,152.54,"Brimbin, NSW 2430"
Brindabella,NSW,2611,-35.56,148.62,"Brindabella, NSW 2611"
Bringelly,NSW,2556,-33.95,150.73,"Bringelly, NSW 2556"
Bringenbrong,NSW,3707,-36.28,148.03,"Bringenbrong, NSW 3707"
Brisbane Grove,NSW,2580,-34.44,149.96,"Brisbane Grove, NSW 2580"
Broadmeadow,NSW,2292,-32.92,151.74,"Broadmeadow, NSW 2292"
Broadwater,NSW,2472,-29.01,153.44,"Broadwater, NSW 2472"
Broadwater,NSW,2549,-36.91,149.85,"Broadwater, NSW 2549"
Broadway,NSW,2007,-33.88,151.2,"Broadway, NSW 2007"
Broadway,NSW,2581,-34.92,149.24,"Broadway, NSW 2581"
Brobenah,NSW,2705,-34.49,146.43,"Brobenah, NSW 2705"
Brocklehurst,NSW,2830,-32.2,148.9,"Brocklehurst, NSW 2830"
Brocklesby,NSW,2642,-35.44,146.44,"Brocklesby, NSW 2642"
Brockley,NSW,2365,-30.08,151.88,"Brockley, NSW 2365"
Brodies Plains,NSW,2360,-29.84,151.04,"Brodies Plains, NSW 2360"
Brogans Creek,NSW,2848,-32.97,149.96,"Brogans Creek, NSW 2848"
Brogers Creek,NSW,2535,-34.85,150.68,"Brogers Creek, NSW 2535"
Brogo,NSW,2550,-36.64,149.86,"Brogo, NSW 2550"
Broke,NSW,2330,-32.51,150.86,"Broke, NSW 2330"
Broken Head,NSW,2481,-28.72,153.59,"Broken Head, NSW 2481"
Broken Hill,NSW,2880,-31.96,141.47,"Broken Hill, NSW 2880"
Broken Hill North,NSW,2880,-31.96,141.47,"Broken Hill North, NSW 2880"
Broken Hill West,NSW,2880,-31.96,141.47,"Broken Hill West, NSW 2880"
Brombin,NSW,2446,-31.46,152.53,"Brombin, NSW 2446"
Bronte,NSW,2024,-33.9,151.26,"Bronte, NSW 2024"
Brookdale,NSW,2656,-35.12,147.0,"Brookdale, NSW 2656"
Brookfield,NSW,2420,-32.43,151.77,"Brookfield, NSW 2420"
Brooklana,NSW,2450,-30.34,153.07,"Brooklana, NSW 2450"
Brooklet,NSW,2479,-28.69,153.52,"Brooklet, NSW 2479"
Brooklyn,NSW,2083,-33.51,151.16,"Brooklyn, NSW 2083"
Brookong,NSW,2656,-35.12,147.0,"Brookong, NSW 2656"
Brookvale,NSW,2100,-33.77,151.25,"Brookvale, NSW 2100"
Brooman,NSW,2538,-35.49,150.23,"Brooman, NSW 2538"
Brooms Head,NSW,2463,-29.42,153.19,"Brooms Head, NSW 2463"
Broughams Gate,NSW,2880,-31.96,141.47,"Broughams Gate, NSW 2880"
Broughton,NSW,2535,-34.85,150.68,"Broughton, NSW 2535"
Broughton Vale,NSW,2535,-34.85,150.68,"Broughton Vale, NSW 2535"
Broughton Village,NSW,2534,-34.73,150.77,"Broughton Village, NSW 2534"
Broulee,NSW,2537,-35.98,150.11,"Broulee, NSW 2537"
Brownlow Hill,NSW,2570,-34.08,150.54,"Brownlow Hill, NSW 2570"
Browns Creek,NSW,2799,-33.65,149.27,"Browns Creek, NSW 2799"
Browns Mountain,NSW,2540,-34.89,150.53,"Browns Mountain, NSW 2540"
Brownsville,NSW,2530,-34.51,150.73,"Brownsville, NSW 2530"
Brucedale,NSW,2650,-35.16,147.51,"Brucedale, NSW 2650"
Bruie Plains,NSW,2875,-32.78,147.86,"Bruie Plains, NSW 2875"
Bruinbun,NSW,2795,-33.91,149.33,"Bruinbun, NSW 2795"
Brumby Plains,NSW,2476,-28.37,152.32,"Brumby Plains, NSW 2476"
Brundee,NSW,2540,-34.89,150.53,"Brundee, NSW 2540"
Brungle,NSW,2722,-34.82,148.08,"Brungle, NSW 2722"
Brungle Creek,NSW,2722,-34.82,148.08,"Brungle Creek, NSW 2722"
Brunkerville,NSW,2323,-32.77,151.6,"Brunkerville, NSW 2323"
Brunswick Heads,NSW,2483,-28.5,153.53,"Brunswick Heads, NSW 2483"
Brushgrove,NSW,2460,-29.05,152.59,"Brushgrove, NSW 2460"
Brushy Creek,NSW,2365,-30.08,151.88,"Brushy Creek, NSW 2365"
Buangla,NSW,2540,-34.89,150.53,"Buangla, NSW 2540"
